locus_tag	cluster_id	cluster_size	gene_length
PL332_05165	1	1705	786
PL332_05170	1	1705	882
PL332_05175	1	1705	480
PL332_05180	1	1705	1047
PL332_05185	1	1705	486
PL332_05190	1	1705	234
PL332_05195	1	1705	291
PL332_05200	1	1705	138
PL332_05205	1	1705	1248
PL332_05210	1	1705	744
PL332_05215	1	1705	111
PL332_05220	1	1705	1452
PL332_05225	1	1705	636
PL332_05230	1	1705	1440
PL332_05235	1	1705	441
PL332_05240	1	1705	213
PL332_05245	1	1705	462
PL332_05250	1	1705	1716
PL332_05255	1	1705	2856
PL332_05260	1	1705	453
PL332_05265	1	1705	243
PL332_05270	1	1705	399
PL332_05275	1	1705	1299
PL332_05280	1	1705	792
PL332_05285	1	1705	321
PL332_05290	1	1705	339
PL332_05295	1	1705	1206
PL332_05300	1	1705	429
PL332_05305	1	1705	372
PL332_05310	1	1705	1086
PL332_05315	1	1705	231
PL332_05320	1	1705	357
PL332_05325	1	1705	324
PL332_05330	1	1705	1104
PL332_05335	1	1705	594
PL332_05340	1	1705	669
PL332_05345	1	1705	522
PL332_05350	1	1705	297
PL332_05355	1	1705	99
PL332_05360	1	1705	1143
PL332_05365	1	1705	192
PL332_05370	1	1705	306
PL332_05375	1	1705	1002
PL332_05380	1	1705	1149
PL332_05385	1	1705	1335
PL332_05390	1	1705	648
PL332_05395	1	1705	1518
PL332_05400	1	1705	756
PL332_05405	1	1705	411
PL332_05410	1	1705	2274
PL332_05415	1	1705	360
PL332_05420	1	1705	915
PL332_05425	1	1705	2022
PL332_05430	1	1705	405
PL332_05435	1	1705	1635
PL332_05440	1	1705	855
PL332_05445	1	1705	1287
PL332_05450	1	1705	387
PL332_05455	1	1705	714
PL332_05460	11	134	669
PL332_05465	11	134	651
PL332_05470	11	134	1353
PL332_05475	11	134	780
PL332_05495	11	134	1353
PL332_05500	11	134	411
PL332_05505	11	134	723
PL332_05510	11	134	627
PL332_05515	11	134	1317
PL332_05520	11	134	465
PL332_05525	11	134	411
PL332_05530	11	134	411
PL332_05535	11	134	864
PL332_05540	11	134	807
PL332_05545	11	134	696
PL332_05550	11	134	1254
PL332_05555	11	134	1107
PL332_05560	11	134	1275
PL332_05565	11	134	483
PL332_05570	11	134	951
PL332_05575	11	134	543
PL332_05580	11	134	363
PL332_05585	11	134	912
PL332_05590	11	134	651
PL332_05595	11	134	669
PL332_05600	11	134	918
PL332_05605	11	134	288
PL332_05610	11	134	792
PL332_05615	11	134	714
PL332_05620	11	134	996
PL332_05625	4	97	1575
PL332_05630	4	97	342
PL332_05635	4	97	726
PL332_05640	4	97	765
PL332_05645	4	97	1878
PL332_05650	4	97	309
PL332_05655	4	97	1557
PL332_05665	1	1705	1458
PL332_05670	1	1705	1518
PL332_05675	1	1705	804
PL332_05680	1	1705	1008
PL332_05685	1	1705	573
PL332_05690	1	1705	546
PL332_05695	1	1705	1017
PL332_05700	1	1705	567
PL332_05705	1	1705	294
PL332_05710	1	1705	639
PL332_05715	1	1705	924
PL332_05720	1	1705	1836
PL332_05725	1	1705	678
PL332_05730	1	1705	546
PL332_05735	4	97	6417
PL332_05740	4	97	387
PL332_05745	4	97	138
PL332_05750	4	97	729
PL332_05755	4	97	432
PL332_05760	4	97	456
PL332_05765	4	97	696
PL332_05770	4	97	975
PL332_05775	4	97	675
PL332_05780	4	97	1266
PL332_05785	4	97	186
PL332_05790	12	25	2400
PL332_05795	12	25	753
PL332_05800	12	25	1173
PL332_05805	12	25	969
PL332_05810	12	25	870
PL332_05815	12	25	486
PL332_05820	12	25	801
PL332_05825	4	97	1491
PL332_05830	4	97	765
PL332_05835	4	97	1392
PL332_05840	4	97	120
PL332_05845	4	97	246
PL332_05850	4	97	330
PL332_05855	4	97	354
PL332_05860	4	97	213
PL332_05865	4	97	267
PL332_05870	4	97	351
PL332_05875	4	97	189
PL332_05880	4	97	297
PL332_05885	4	97	654
PL332_05890	4	97	798
PL332_05895	4	97	1428
PL332_05900	4	97	1056
PL332_05905	9	236	1536
PL332_05910	9	236	786
PL332_05915	9	236	1329
PL332_05920	9	236	1161
PL332_05925	9	236	969
PL332_05930	9	236	642
PL332_05935	9	236	438
PL332_05940	9	236	309
PL332_05945	9	236	576
PL332_05950	9	236	321
PL332_05955	9	236	432
PL332_05960	9	236	366
PL332_05965	9	236	492
PL332_05970	9	236	699
PL332_05975	9	236	837
PL332_05980	9	236	840
PL332_05985	9	236	912
PL332_05990	9	236	1023
PL332_05995	9	236	993
PL332_06000	9	236	1188
PL332_06005	9	236	912
PL332_06010	9	236	1245
PL332_06015	9	236	603
PL332_06020	9	236	687
PL332_06045	9	236	1053
PL332_06050	9	236	288
PL332_06055	1	1705	531
PL332_06060	1	1705	1086
PL332_06065	1	1705	2511
PL332_06070	1	1705	897
PL332_06075	1	1705	1107
PL332_06080	1	1705	1869
PL332_06085	1	1705	363
PL332_06090	1	1705	465
PL332_06095	1	1705	234
PL332_06100	1	1705	1050
PL332_06105	1	1705	756
PL332_06110	1	1705	909
PL332_06115	1	1705	72
PL332_06120	1	1705	2073
PL332_06125	1	1705	1779
PL332_06130	1	1705	399
PL332_06135	1	1705	690
PL332_06140	1	1705	1413
PL332_06145	1	1705	489
PL332_06150	1	1705	1032
PL332_06155	1	1705	1056
PL332_06160	1	1705	945
PL332_06165	1	1705	528
PL332_06170	1	1705	1236
PL332_06175	1	1705	783
PL332_06180	1	1705	1248
PL332_06185	1	1705	1341
PL332_06190	1	1705	984
PL332_06195	1	1705	1086
PL332_06200	1	1705	783
PL332_06205	1	1705	879
PL332_06210	1	1705	702
PL332_06215	1	1705	639
PL332_06220	1	1705	1407
PL332_06225	1	1705	1170
PL332_06230	1	1705	894
PL332_06235	1	1705	183
PL332_06240	1	1705	2202
PL332_06245	1	1705	1281
PL332_06250	1	1705	279
PL332_06255	1	1705	996
PL332_06260	1	1705	837
PL332_06265	1	1705	852
PL332_06270	1	1705	243
PL332_06275	1	1705	741
PL332_06280	1	1705	606
PL332_06285	1	1705	393
PL332_06290	1	1705	852
PL332_06295	1	1705	915
PL332_06300	1	1705	1002
PL332_06305	1	1705	789
PL332_06310	1	1705	510
PL332_06315	1	1705	204
PL332_06320	1	1705	483
PL332_06325	1	1705	693
PL332_06330	1	1705	1269
PL332_06335	1	1705	909
PL332_06340	1	1705	1056
PL332_06345	1	1705	783
PL332_06350	1	1705	1401
PL332_06355	1	1705	1017
PL332_06360	1	1705	960
PL332_06365	1	1705	984
PL332_06370	1	1705	750
PL332_06375	1	1705	1227
PL332_06380	1	1705	1089
PL332_06385	1	1705	1002
PL332_06390	1	1705	1203
PL332_06395	1	1705	1185
PL332_06400	1	1705	849
PL332_06405	1	1705	222
PL332_06410	1	1705	165
PL332_06415	1	1705	258
PL332_06420	1	1705	162
PL332_06425	1	1705	339
PL332_06430	1	1705	264
PL332_06435	1	1705	594
PL332_06440	1	1705	234
PL332_06445	1	1705	1185
PL332_06450	1	1705	1083
PL332_06455	1	1705	222
PL332_06460	1	1705	198
PL332_06465	1	1705	423
PL332_06470	1	1705	267
PL332_06475	1	1705	1104
PL332_06480	1	1705	459
PL332_06485	1	1705	867
PL332_06490	1	1705	1116
PL332_06495	1	1705	1122
PL332_06500	1	1705	1755
PL332_06505	1	1705	1020
PL332_06510	1	1705	645
PL332_06515	1	1705	297
PL332_06520	1	1705	1554
PL332_06525	1	1705	300
PL332_06530	1	1705	882
PL332_06535	1	1705	1107
PL332_06540	1	1705	1566
PL332_06545	1	1705	597
PL332_06550	1	1705	624
PL332_06555	1	1705	2145
PL332_06560	1	1705	291
PL332_06565	1	1705	2316
PL332_06570	1	1705	615
PL332_06575	1	1705	768
PL332_06580	1	1705	300
PL332_06585	1	1705	1281
PL332_06590	1	1705	1203
PL332_06595	1	1705	1221
PL332_06600	1	1705	963
PL332_06605	1	1705	645
PL332_06610	1	1705	471
PL332_06615	1	1705	1215
PL332_06620	1	1705	384
PL332_06625	1	1705	318
PL332_06630	1	1705	516
PL332_06635	1	1705	1857
PL332_06640	1	1705	336
PL332_06645	1	1705	432
PL332_06650	1	1705	354
PL332_06655	1	1705	930
PL332_06660	1	1705	786
PL332_06665	1	1705	504
PL332_06670	1	1705	669
PL332_06675	1	1705	264
PL332_06680	1	1705	732
PL332_06685	1	1705	1125
PL332_06690	1	1705	936
PL332_06695	1	1705	2028
PL332_06700	1	1705	1770
PL332_06705	1	1705	90
PL332_06710	1	1705	714
PL332_06715	1	1705	420
PL332_06720	1	1705	411
PL332_06725	1	1705	1545
PL332_06730	1	1705	909
PL332_06735	1	1705	300
PL332_06740	13	6	1671
PL332_06745	12	25	684
PL332_06750	12	25	444
PL332_06755	12	25	1122
PL332_06760	12	25	711
PL332_06765	12	25	594
PL332_06770	12	25	699
PL332_06775	12	25	552
PL332_06780	12	25	606
PL332_06785	12	25	771
PL332_06790	12	25	339
PL332_06795	12	25	978
PL332_06800	12	25	759
PL332_06805	12	25	1725
PL332_06810	12	25	426
PL332_06815	12	25	885
PL332_06820	12	25	630
PL332_06825	12	25	687
PL332_06830	12	25	1011
PL332_06835	1	1705	2436
PL332_06840	1	1705	1305
PL332_06845	1	1705	1185
PL332_06850	1	1705	381
PL332_06855	1	1705	1161
PL332_06860	1	1705	564
PL332_06865	1	1705	306
PL332_06870	1	1705	1200
PL332_06875	1	1705	678
PL332_06880	1	1705	534
PL332_06885	1	1705	1023
PL332_06890	1	1705	372
PL332_06895	1	1705	696
PL332_06900	1	1705	1488
PL332_06905	1	1705	486
PL332_06910	1	1705	471
PL332_06915	1	1705	228
PL332_06920	1	1705	594
PL332_06925	1	1705	588
PL332_06930	1	1705	405
PL332_06935	3	92	1986
PL332_06940	3	92	1173
PL332_06945	3	92	246
PL332_06950	3	92	183
PL332_06955	3	92	558
PL332_06960	9	236	1086
PL332_06965	9	236	543
PL332_06970	9	236	591
PL332_06975	9	236	543
PL332_06980	9	236	1086
PL332_06985	9	236	399
PL332_06990	9	236	1086
PL332_06995	9	236	543
PL332_07000	9	236	591
PL332_07005	9	236	543
PL332_07010	9	236	1086
PL332_07015	9	236	399
PL332_07020	9	236	1086
PL332_07025	9	236	543
PL332_07030	9	236	591
PL332_07035	9	236	543
PL332_07040	9	236	399
PL332_07045	9	236	819
PL332_07050	9	236	543
PL332_07055	9	236	591
PL332_07060	9	236	543
PL332_07065	9	236	1086
PL332_07070	9	236	987
PL332_07075	9	236	210
PL332_07080	9	236	348
PL332_07085	9	236	534
PL332_07090	9	236	738
PL332_07095	9	236	2532
PL332_07100	9	236	177
PL332_07105	9	236	849
PL332_07110	9	236	927
PL332_07115	9	236	462
PL332_07120	9	236	1413
PL332_07125	9	236	435
PL332_07130	9	236	897
PL332_07135	9	236	861
PL332_07140	9	236	570
PL332_07145	9	236	747
PL332_07150	9	236	468
PL332_07155	9	236	741
PL332_07160	9	236	684
PL332_07165	9	236	840
PL332_07170	9	236	891
PL332_07175	9	236	762
PL332_07180	9	236	1410
PL332_07185	9	236	828
PL332_07190	9	236	1074
PL332_07195	9	236	657
PL332_07200	9	236	519
PL332_07205	9	236	333
PL332_07210	9	236	468
PL332_07215	9	236	720
PL332_07220	9	236	339
PL332_07225	9	236	387
PL332_07230	1	1705	1215
PL332_07235	1	1705	1167
PL332_07240	1	1705	630
PL332_07245	1	1705	843
PL332_07250	1	1705	483
PL332_07255	1	1705	417
PL332_07260	1	1705	1218
PL332_07265	1	1705	837
PL332_07270	1	1705	945
PL332_07275	1	1705	1563
PL332_07280	1	1705	519
PL332_07285	1	1705	327
PL332_07290	1	1705	426
PL332_07295	1	1705	159
PL332_07300	1	1705	684
PL332_07305	1	1705	888
PL332_07310	1	1705	1467
PL332_07315	1	1705	774
PL332_07320	1	1705	867
PL332_07325	1	1705	792
PL332_07330	1	1705	1038
PL332_07335	1	1705	1182
PL332_07340	1	1705	1464
PL332_07345	1	1705	1389
PL332_07350	1	1705	1293
PL332_07355	1	1705	813
PL332_07360	1	1705	1443
PL332_07365	1	1705	1002
PL332_07370	1	1705	132
PL332_07375	1	1705	1416
PL332_07380	1	1705	915
PL332_07385	1	1705	762
PL332_07390	1	1705	417
PL332_07395	1	1705	936
PL332_07400	1	1705	606
PL332_07405	1	1705	825
PL332_07410	1	1705	849
PL332_07415	1	1705	882
PL332_07420	1	1705	1209
PL332_07425	1	1705	591
PL332_07430	1	1705	633
PL332_07435	1	1705	1488
PL332_07440	1	1705	687
PL332_07445	1	1705	429
PL332_07450	1	1705	903
PL332_07455	1	1705	624
PL332_07460	1	1705	858
PL332_07465	1	1705	918
PL332_07470	1	1705	507
PL332_07475	1	1705	930
PL332_07480	1	1705	933
PL332_07485	1	1705	129
PL332_07490	1	1705	864
PL332_07495	1	1705	729
PL332_07500	1	1705	663
PL332_07505	1	1705	657
PL332_07510	1	1705	111
PL332_07515	1	1705	282
PL332_07520	11	134	3462
PL332_07525	1	1705	1614
PL332_07530	1	1705	453
PL332_07535	1	1705	234
PL332_07540	11	134	1170
PL332_07545	11	134	876
PL332_07550	11	134	1407
PL332_07555	11	134	219
PL332_07560	11	134	219
PL332_07565	11	134	141
PL332_07570	11	134	288
PL332_07575	11	134	1170
PL332_07580	11	134	1599
PL332_07585	11	134	801
PL332_07590	11	134	1989
PL332_07595	11	134	801
PL332_07600	11	134	1800
PL332_07605	11	134	447
PL332_07610	11	134	1215
PL332_07615	11	134	651
PL332_07620	11	134	1152
PL332_07625	11	134	759
PL332_07630	11	134	1203
PL332_07635	11	134	840
PL332_07640	11	134	1170
PL332_07645	11	134	807
PL332_07650	11	134	843
PL332_07655	11	134	1149
PL332_07660	11	134	1248
PL332_07665	11	134	1185
PL332_07670	11	134	1035
PL332_07675	11	134	720
PL332_07680	11	134	1212
PL332_07685	11	134	813
PL332_07690	11	134	594
PL332_07695	11	134	903
PL332_07700	11	134	381
PL332_07705	11	134	1125
PL332_07710	11	134	141
PL332_07715	11	134	1467
PL332_07720	11	134	1035
PL332_07725	11	134	930
PL332_07730	11	134	789
PL332_07735	11	134	600
PL332_07740	11	134	282
PL332_07745	11	134	570
PL332_07750	11	134	669
PL332_07755	11	134	600
PL332_07760	11	134	1086
PL332_07765	11	134	414
PL332_07770	1	1705	1194
PL332_07775	1	1705	381
PL332_07780	1	1705	963
PL332_07785	1	1705	1287
PL332_07790	1	1705	1533
PL332_07795	1	1705	789
PL332_07800	1	1705	1059
PL332_07810	1	1705	498
PL332_07815	1	1705	753
PL332_07820	1	1705	288
PL332_07825	1	1705	936
PL332_07830	1	1705	2100
PL332_07835	1	1705	1578
PL332_07840	1	1705	228
PL332_07845	1	1705	930
PL332_07850	1	1705	681
PL332_07855	1	1705	906
PL332_07860	1	1705	432
PL332_07865	1	1705	450
PL332_07870	1	1705	657
PL332_07875	1	1705	453
PL332_07880	1	1705	1155
PL332_07885	1	1705	480
PL332_07890	1	1705	666
PL332_07895	1	1705	849
PL332_07900	1	1705	804
PL332_07905	1	1705	1362
PL332_07910	1	1705	1092
PL332_07915	1	1705	261
PL332_07920	1	1705	981
PL332_07925	1	1705	1410
PL332_07930	1	1705	996
PL332_07935	1	1705	501
PL332_07940	1	1705	1476
PL332_07945	1	1705	501
PL332_07950	1	1705	399
PL332_07955	1	1705	879
PL332_07960	1	1705	1020
PL332_07965	11	134	1806
PL332_07970	11	134	432
PL332_07975	11	134	123
PL332_07980	11	134	537
PL332_07985	11	134	345
PL332_07990	11	134	534
PL332_07995	11	134	408
PL332_08000	11	134	1326
PL332_08005	11	134	303
PL332_08010	11	134	1587
PL332_08015	11	134	429
PL332_08020	11	134	558
PL332_08025	11	134	348
PL332_08030	11	134	906
PL332_08035	11	134	1716
PL332_08040	11	134	804
PL332_08045	11	134	762
PL332_08050	11	134	909
PL332_08055	11	134	315
PL332_08060	9	236	4905
PL332_08065	9	236	3174
PL332_08070	9	236	690
PL332_08075	9	236	426
PL332_08080	9	236	456
PL332_08085	9	236	192
PL332_08090	9	236	696
PL332_08095	9	236	1026
PL332_08100	9	236	408
PL332_08105	9	236	558
PL332_08110	9	236	930
PL332_08115	9	236	858
PL332_08120	9	236	465
PL332_08125	9	236	528
PL332_08130	9	236	321
PL332_08135	9	236	720
PL332_08140	9	236	666
PL332_08145	9	236	840
PL332_08150	9	236	609
PL332_08155	9	236	1464
PL332_08160	9	236	744
PL332_08165	9	236	546
PL332_08170	9	236	546
PL332_08175	9	236	537
PL332_08180	9	236	591
PL332_08185	9	236	327
PL332_08190	9	236	342
PL332_08195	9	236	456
PL332_08200	9	236	117
PL332_08205	9	236	222
PL332_08210	9	236	201
PL332_08215	9	236	615
PL332_08220	9	236	543
PL332_08225	9	236	303
PL332_08230	9	236	207
PL332_08235	9	236	669
PL332_08240	9	236	231
PL332_08245	9	236	1260
PL332_08250	9	236	192
PL332_08255	9	236	222
PL332_08260	9	236	591
PL332_08265	9	236	354
PL332_08270	9	236	405
PL332_08275	9	236	399
PL332_08280	9	236	198
PL332_08285	9	236	957
PL332_08290	1	1705	1380
PL332_08295	1	1705	498
PL332_08300	1	1705	1014
PL332_08305	1	1705	783
PL332_08310	1	1705	1260
PL332_08315	1	1705	1104
PL332_08320	1	1705	3855
PL332_08325	3	92	561
PL332_08330	1	1705	213
PL332_08335	1	1705	585
PL332_08340	1	1705	216
PL332_08345	1	1705	351
PL332_08350	1	1705	609
PL332_08355	1	1705	714
PL332_08360	1	1705	624
PL332_08365	1	1705	1233
PL332_08370	1	1705	1014
PL332_08375	1	1705	342
PL332_08380	1	1705	2202
PL332_08385	1	1705	414
PL332_08390	1	1705	486
PL332_08395	1	1705	423
PL332_08400	1	1705	420
PL332_08405	1	1705	117
PL332_08410	1	1705	663
PL332_08415	1	1705	1086
PL332_08420	1	1705	1047
PL332_08425	1	1705	315
PL332_08430	1	1705	1317
PL332_08435	1	1705	1164
PL332_08440	1	1705	1023
PL332_08445	1	1705	2634
PL332_08450	1	1705	1278
PL332_08455	1	1705	252
PL332_08460	1	1705	387
PL332_08465	1	1705	555
PL332_08470	1	1705	996
PL332_08475	1	1705	225
PL332_08480	1	1705	828
PL332_08485	1	1705	960
PL332_08490	1	1705	720
PL332_08495	1	1705	621
PL332_08500	1	1705	831
PL332_08505	1	1705	744
PL332_08510	10	24	702
PL332_08515	10	24	975
PL332_08520	10	24	198
PL332_08525	10	24	702
PL332_08530	10	24	813
PL332_08535	10	24	177
PL332_08540	10	24	120
PL332_08545	10	24	702
PL332_08550	10	24	657
PL332_08555	10	24	2847
PL332_08560	10	24	537
PL332_08565	10	24	159
PL332_08570	1	1705	1092
PL332_08575	1	1705	1074
PL332_08580	1	1705	180
PL332_08585	1	1705	1428
PL332_08590	1	1705	714
PL332_08595	1	1705	1329
PL332_08600	1	1705	1440
PL332_08605	1	1705	357
PL332_08610	1	1705	468
PL332_08615	1	1705	471
PL332_08620	1	1705	264
PL332_08625	1	1705	753
PL332_08630	1	1705	3192
PL332_08635	1	1705	150
PL332_08640	1	1705	264
PL332_08645	1	1705	873
PL332_08650	3	92	1356
PL332_08655	1	1705	1257
PL332_08660	1	1705	1032
PL332_08665	1	1705	660
PL332_08670	1	1705	2112
PL332_08675	1	1705	1242
PL332_08680	1	1705	1587
PL332_08685	1	1705	1008
PL332_08690	1	1705	1050
PL332_08695	1	1705	1710
PL332_08700	1	1705	3213
PL332_08705	1	1705	1377
PL332_08710	1	1705	1647
PL332_08715	1	1705	741
PL332_08720	1	1705	705
PL332_08725	1	1705	834
PL332_08730	1	1705	384
PL332_08735	1	1705	888
PL332_08740	1	1705	600
PL332_08745	1	1705	249
PL332_08750	1	1705	1230
PL332_08755	1	1705	282
PL332_08760	1	1705	1185
PL332_08765	1	1705	192
PL332_08770	1	1705	168
PL332_08775	1	1705	366
PL332_08780	1	1705	507
PL332_08785	1	1705	264
PL332_08790	1	1705	222
PL332_08795	4	97	2037
PL332_08800	4	97	276
PL332_08805	4	97	507
PL332_08810	4	97	459
PL332_08815	4	97	384
PL332_08820	4	97	237
PL332_08825	4	97	513
PL332_08830	4	97	474
PL332_08835	4	97	372
PL332_08840	4	97	354
PL332_08845	4	97	285
PL332_08850	4	97	174
PL332_08855	4	97	1170
PL332_08860	4	97	660
PL332_08865	4	97	1692
PL332_08870	4	97	189
PL332_08875	4	97	480
PL332_08880	4	97	222
PL332_08885	4	97	297
PL332_08890	4	97	291
PL332_08895	4	97	180
PL332_08900	4	97	240
PL332_08905	4	97	303
PL332_08910	4	97	396
PL332_08915	4	97	216
PL332_08920	4	97	273
PL332_08925	4	97	273
PL332_08930	4	97	258
PL332_08935	4	97	234
PL332_08940	4	97	1371
PL332_08945	4	97	486
PL332_08950	4	97	114
PL332_08955	4	97	1641
PL332_08960	14	142	2316
PL332_08965	14	142	543
PL332_08970	14	142	387
PL332_08975	14	142	360
PL332_08980	14	142	513
PL332_08985	14	142	396
PL332_08990	14	142	585
PL332_08995	14	142	4308
PL332_09000	14	142	261
PL332_09005	14	142	456
PL332_09010	14	142	297
PL332_09015	14	142	1176
PL332_09020	14	142	351
PL332_09025	14	142	216
PL332_09030	14	142	396
PL332_09035	14	142	366
PL332_09040	14	142	408
PL332_09045	14	142	291
PL332_09050	14	142	195
PL332_09055	14	142	366
PL332_09060	14	142	378
PL332_09065	14	142	333
PL332_09070	14	142	948
PL332_09075	14	142	789
PL332_09080	14	142	312
PL332_09085	14	142	150
PL332_09090	14	142	228
PL332_09095	14	142	1104
PL332_09100	14	142	1290
PL332_09105	14	142	513
PL332_09110	14	142	639
PL332_09115	14	142	432
PL332_09120	14	142	234
PL332_09125	14	142	351
PL332_09130	14	142	231
PL332_09135	14	142	228
PL332_09140	14	142	216
PL332_09145	14	142	252
PL332_09150	14	142	474
PL332_09155	14	142	399
PL332_09160	14	142	390
PL332_09165	14	142	336
PL332_09170	14	142	798
PL332_09175	14	142	258
PL332_09180	14	142	270
PL332_09185	14	142	318
PL332_09190	14	142	186
PL332_09195	14	142	1005
PL332_09200	14	142	501
PL332_09205	14	142	201
PL332_09210	14	142	237
PL332_09215	14	142	441
PL332_09220	14	142	288
PL332_09225	14	142	321
PL332_09230	1	1705	1119
PL332_09235	1	1705	930
PL332_09240	1	1705	249
PL332_09245	1	1705	405
PL332_09250	1	1705	261
PL332_09255	1	1705	315
PL332_09260	1	1705	111
PL332_09265	1	1705	339
PL332_09270	1	1705	777
PL332_09275	1	1705	540
PL332_09280	1	1705	1602
PL332_09285	1	1705	180
PL332_09290	1	1705	477
PL332_09295	1	1705	774
PL332_09300	1	1705	1107
PL332_09305	1	1705	1401
PL332_09310	1	1705	690
PL332_09315	1	1705	162
PL332_09320	1	1705	651
PL332_09325	1	1705	1311
PL332_09330	1	1705	516
PL332_09335	1	1705	2016
PL332_09340	1	1705	549
PL332_09345	1	1705	612
PL332_09350	1	1705	663
PL332_09355	1	1705	480
PL332_09360	1	1705	306
PL332_09365	1	1705	300
PL332_09370	1	1705	321
PL332_09375	1	1705	468
PL332_09380	3	92	1602
PL332_09385	1	1705	987
PL332_09390	1	1705	1320
PL332_09395	1	1705	546
PL332_09400	1	1705	906
PL332_09405	1	1705	129
PL332_09410	1	1705	1527
PL332_09415	1	1705	486
PL332_09420	1	1705	435
PL332_09425	1	1705	144
PL332_09430	1	1705	906
PL332_09435	1	1705	675
PL332_09440	1	1705	807
PL332_09445	1	1705	690
PL332_09450	1	1705	621
PL332_09455	1	1705	630
PL332_09460	1	1705	2262
PL332_09465	1	1705	636
PL332_09470	1	1705	1005
PL332_09475	1	1705	150
PL332_09480	1	1705	1629
PL332_09485	1	1705	3684
PL332_09490	1	1705	1002
PL332_09495	1	1705	843
PL332_09500	1	1705	1299
PL332_09505	1	1705	747
PL332_09510	1	1705	873
PL332_09515	1	1705	444
PL332_09520	1	1705	1143
PL332_09525	1	1705	786
PL332_09530	1	1705	1317
PL332_09535	1	1705	480
PL332_09540	1	1705	1296
PL332_09545	1	1705	1194
PL332_09550	11	134	1638
PL332_09555	11	134	96
PL332_09560	11	134	570
PL332_09565	11	134	723
PL332_09570	11	134	786
PL332_09575	11	134	792
PL332_09580	11	134	822
PL332_09585	11	134	519
PL332_09590	11	134	927
PL332_09595	11	134	297
PL332_09600	11	134	297
PL332_09605	11	134	579
PL332_09610	11	134	786
PL332_09615	11	134	1257
PL332_09620	11	134	339
PL332_09625	11	134	960
PL332_09630	11	134	198
PL332_09635	11	134	513
PL332_09640	11	134	612
PL332_09645	11	134	2064
PL332_09650	11	134	1230
PL332_09655	11	134	1911
PL332_09660	11	134	705
PL332_09665	11	134	273
PL332_09670	11	134	942
PL332_09675	11	134	579
PL332_09680	14	142	1140
PL332_09685	14	142	663
PL332_09690	14	142	90
PL332_09695	14	142	297
PL332_09700	14	142	450
PL332_09705	14	142	639
PL332_09710	14	142	768
PL332_09715	14	142	285
PL332_09720	14	142	216
PL332_09725	14	142	810
PL332_09730	14	142	741
PL332_09735	14	142	336
PL332_09740	14	142	3828
PL332_09745	14	142	651
PL332_09750	14	142	1530
PL332_09755	14	142	192
PL332_09760	14	142	762
PL332_09765	14	142	207
PL332_09770	14	142	10353
PL332_09775	14	142	891
PL332_09780	14	142	459
PL332_09785	14	142	642
PL332_09790	14	142	264
PL332_09795	14	142	273
PL332_09800	14	142	123
PL332_09805	14	142	249
PL332_09810	14	142	276
PL332_09815	14	142	180
PL332_09820	14	142	555
PL332_09825	14	142	1293
PL332_09830	14	142	285
PL332_09835	14	142	624
PL332_09840	14	142	1776
PL332_09845	14	142	546
PL332_09850	14	142	1128
PL332_09855	14	142	276
PL332_09860	14	142	486
PL332_09865	14	142	1080
PL332_09870	14	142	510
PL332_09875	14	142	198
PL332_09880	14	142	222
PL332_09885	14	142	651
PL332_09890	14	142	225
PL332_09895	14	142	456
PL332_09900	14	142	1443
PL332_09905	14	142	336
PL332_09910	14	142	354
PL332_09915	14	142	939
PL332_09920	14	142	762
PL332_09925	14	142	654
PL332_09930	14	142	168
PL332_09935	14	142	243
PL332_09940	14	142	819
PL332_09945	14	142	261
PL332_09950	14	142	684
PL332_09955	14	142	552
PL332_09960	14	142	450
PL332_09965	14	142	537
PL332_09970	14	142	1476
PL332_09975	14	142	270
PL332_09980	14	142	477
PL332_09985	14	142	273
PL332_09990	14	142	453
PL332_09995	14	142	183
PL332_10000	14	142	198
PL332_10005	14	142	231
PL332_10010	14	142	285
PL332_10015	14	142	330
PL332_10020	14	142	801
PL332_10025	14	142	258
PL332_10030	14	142	327
PL332_10035	14	142	369
PL332_10040	14	142	678
PL332_10045	14	142	288
PL332_10050	14	142	177
PL332_10055	14	142	132
PL332_10060	14	142	384
PL332_10065	14	142	378
PL332_10070	14	142	207
PL332_10075	14	142	213
PL332_10080	14	142	132
PL332_10085	14	142	648
PL332_10090	14	142	177
PL332_10095	14	142	309
PL332_10100	14	142	168
PL332_10105	14	142	420
PL332_10110	14	142	519
PL332_10115	14	142	1152
PL332_10120	1	1705	1149
PL332_10125	1	1705	1011
PL332_10130	1	1705	1113
PL332_10135	1	1705	375
PL332_10140	1	1705	471
PL332_10145	1	1705	1266
PL332_10150	1	1705	690
PL332_10155	1	1705	1035
PL332_10160	1	1705	1116
PL332_10165	1	1705	435
PL332_10170	1	1705	321
PL332_10175	1	1705	1065
PL332_10180	1	1705	906
PL332_10185	1	1705	1416
PL332_10190	1	1705	450
PL332_10195	1	1705	2037
PL332_10200	1	1705	651
PL332_10205	1	1705	1044
PL332_10210	1	1705	720
PL332_10215	1	1705	270
PL332_10220	1	1705	288
PL332_10225	1	1705	225
PL332_10230	1	1705	528
PL332_10235	1	1705	3027
PL332_10240	1	1705	963
PL332_10245	1	1705	453
PL332_10250	1	1705	873
PL332_10255	1	1705	879
PL332_10260	13	6	1188
PL332_10265	13	6	2136
PL332_10270	13	6	468
PL332_10275	13	6	372
PL332_10280	1	1705	1323
