locus_tag	cluster_id	cluster_size	gene_length
SAV_RS04665	10	128	729
SAV_RS04670	10	128	783
SAV_RS04675	10	128	156
SAV_RS04680	10	128	219
SAV_RS04685	10	128	402
SAV_RS04690	10	128	369
SAV_RS04695	10	128	246
SAV_RS04700	10	128	246
SAV_RS04705	10	128	534
SAV_RS04710	10	128	204
SAV_RS04715	10	128	192
SAV_RS04720	10	128	201
SAV_RS04725	10	128	234
SAV_RS04730	10	128	384
SAV_RS04735	10	128	171
SAV_RS04740	10	128	144
SAV_RS04745	10	128	417
SAV_RS04750	10	128	438
SAV_RS04755	10	128	1275
SAV_RS04760	10	128	1533
SAV_RS04765	10	128	993
SAV_RS04770	10	128	168
SAV_RS04775	10	128	612
SAV_RS04780	10	128	285
SAV_RS04785	10	128	330
SAV_RS04790	10	128	300
SAV_RS04795	10	128	345
SAV_RS04800	10	128	381
SAV_RS04805	10	128	579
SAV_RS04810	10	128	363
SAV_RS04815	10	128	342
SAV_RS04820	11	42	3462
SAV_RS04825	11	42	945
SAV_RS04830	11	42	1899
SAV_RS04835	11	42	1908
SAV_RS04840	11	42	1821
SAV_RS04845	11	42	375
SAV_RS04850	11	42	171
SAV_RS04855	11	42	297
SAV_RS04860	11	42	1896
SAV_RS04865	11	42	1236
SAV_RS04870	11	42	393
SAV_RS04875	11	42	435
SAV_RS04880	11	42	1443
SAV_RS04885	11	42	150
SAV_RS04890	11	42	108
SAV_RS04895	11	42	183
SAV_RS04900	11	42	630
SAV_RS04905	11	42	429
SAV_RS04910	11	42	312
SAV_RS04915	11	42	1038
SAV_RS04920	11	42	1065
SAV_RS04925	11	42	846
SAV_RS04930	11	42	825
SAV_RS04935	11	42	1317
SAV_RS04940	11	42	915
SAV_RS04945	11	42	381
SAV_RS04950	11	42	1317
SAV_RS04955	11	42	264
SAV_RS04960	11	42	432
SAV_RS04965	11	42	777
SAV_RS04970	11	42	957
SAV_RS04975	11	42	108
SAV_RS04980	11	42	150
SAV_RS04985	11	42	1455
SAV_RS04990	11	42	1212
SAV_RS04995	11	42	234
SAV_RS05000	11	42	1173
SAV_RS05005	11	42	240
SAV_RS05015	11	42	321
SAV_RS05020	11	42	1062
SAV_RS05025	11	42	234
SAV_RS05030	11	42	357
SAV_RS05035	7	280	1206
SAV_RS05040	7	280	1473
SAV_RS05045	7	280	1314
SAV_RS05050	7	280	372
SAV_RS05055	7	280	1152
SAV_RS05060	7	280	354
SAV_RS05065	7	280	291
SAV_RS05070	7	280	477
SAV_RS05075	7	280	1494
SAV_RS05080	7	280	339
SAV_RS05085	7	280	426
SAV_RS05090	7	280	2403
SAV_RS05095	7	280	381
SAV_RS05100	7	280	591
SAV_RS05105	7	280	375
SAV_RS05110	7	280	1125
SAV_RS05115	7	280	1188
SAV_RS05120	7	280	1242
SAV_RS05125	7	280	927
SAV_RS05130	7	280	1377
SAV_RS05135	7	280	1203
SAV_RS05140	7	280	1329
SAV_RS05145	7	280	573
SAV_RS05150	7	280	522
SAV_RS05155	7	280	573
SAV_RS05160	7	280	3471
SAV_RS05165	7	280	3651
SAV_RS05170	7	280	900
SAV_RS05175	7	280	387
SAV_RS05180	7	280	1314
SAV_RS05185	7	280	822
SAV_RS05190	7	280	306
SAV_RS05195	1	2000	1812
SAV_RS05200	1	2000	2607
SAV_RS05205	1	2000	867
SAV_RS05210	1	2000	1143
SAV_RS05215	1	2000	639
SAV_RS05220	1	2000	1119
SAV_RS05225	1	2000	513
SAV_RS05230	1	2000	432
SAV_RS05235	1	2000	183
SAV_RS05240	1	2000	939
SAV_RS05245	1	2000	1242
SAV_RS05250	1	2000	369
SAV_RS05255	1	2000	924
SAV_RS05260	1	2000	1068
SAV_RS05265	1	2000	1080
SAV_RS05270	1	2000	939
SAV_RS05275	1	2000	1653
SAV_RS05280	1	2000	1713
SAV_RS05285	1	2000	984
SAV_RS05290	1	2000	978
SAV_RS05295	1	2000	960
SAV_RS05300	1	2000	879
SAV_RS05305	1	2000	987
SAV_RS05310	1	2000	393
SAV_RS05315	1	2000	717
SAV_RS05320	1	2000	984
SAV_RS05325	1	2000	1806
SAV_RS05330	1	2000	804
SAV_RS05335	1	2000	363
SAV_RS05340	1	2000	591
SAV_RS05345	1	2000	345
SAV_RS05350	1	2000	633
SAV_RS05355	1	2000	807
SAV_RS05360	1	2000	852
SAV_RS05365	1	2000	1383
SAV_RS05370	1	2000	1842
SAV_RS05375	1	2000	768
SAV_RS05380	1	2000	1083
SAV_RS05385	1	2000	1566
SAV_RS05390	1	2000	756
SAV_RS05395	1	2000	507
SAV_RS05400	1	2000	1188
SAV_RS05405	1	2000	1173
SAV_RS05410	1	2000	1482
SAV_RS05415	1	2000	249
SAV_RS05420	1	2000	1605
SAV_RS05425	1	2000	801
SAV_RS05430	1	2000	2322
SAV_RS05435	1	2000	1356
SAV_RS05440	1	2000	1509
SAV_RS05445	1	2000	567
SAV_RS05450	1	2000	216
SAV_RS05455	1	2000	984
SAV_RS05460	1	2000	174
SAV_RS05465	1	2000	600
SAV_RS05470	1	2000	60
SAV_RS05475	1	2000	99
SAV_RS05480	1	2000	270
SAV_RS05485	1	2000	1962
SAV_RS05490	1	2000	318
SAV_RS05495	1	2000	639
SAV_RS05500	1	2000	288
SAV_RS05505	1	2000	135
SAV_RS05510	1	2000	354
SAV_RS05515	1	2000	957
SAV_RS05520	1	2000	129
SAV_RS05525	1	2000	213
SAV_RS05540	1	2000	549
SAV_RS05545	1	2000	936
SAV_RS05550	1	2000	102
SAV_RS05555	1	2000	1320
SAV_RS05560	1	2000	1671
SAV_RS15875	1	2000	801
SAV_RS05570	1	2000	819
SAV_RS15135	1	2000	327
SAV_RS05575	1	2000	1179
SAV_RS05580	1	2000	1026
SAV_RS05585	1	2000	1152
SAV_RS15140	1	2000	1008
SAV_RS16000	1	2000	417
SAV_RS05595	1	2000	108
SAV_RS05600	4	23	3744
SAV_RS05605	1	2000	432
SAV_RS05610	1	2000	468
SAV_RS05615	1	2000	1215
SAV_RS05620	1	2000	1191
SAV_RS15880	1	2000	276
SAV_RS05625	1	2000	603
SAV_RS05630	7	280	1986
SAV_RS05635	7	280	1098
SAV_RS05640	7	280	123
SAV_RS05645	7	280	315
SAV_RS05650	7	280	858
SAV_RS05655	7	280	480
SAV_RS05660	7	280	1122
SAV_RS05665	7	280	702
SAV_RS05670	7	280	261
SAV_RS05675	7	280	669
SAV_RS05680	7	280	2187
SAV_RS05685	7	280	1482
SAV_RS05690	7	280	1026
SAV_RS05695	7	280	564
SAV_RS05700	7	280	1476
SAV_RS05705	7	280	1245
SAV_RS05710	7	280	804
SAV_RS05715	7	280	1398
SAV_RS05720	7	280	573
SAV_RS05725	7	280	132
SAV_RS05730	7	280	1293
SAV_RS05735	7	280	1170
SAV_RS05740	7	280	540
SAV_RS05745	7	280	264
SAV_RS05750	7	280	1716
SAV_RS05755	7	280	231
SAV_RS05760	7	280	1359
SAV_RS05765	7	280	1017
SAV_RS05770	7	280	660
SAV_RS05775	7	280	1695
SAV_RS05780	7	280	216
SAV_RS05785	7	280	120
SAV_RS05790	7	280	549
SAV_RS05795	7	280	624
SAV_RS05800	7	280	1110
SAV_RS05805	7	280	975
SAV_RS05820	7	280	1290
SAV_RS05825	4	23	1404
SAV_RS05830	1	2000	273
SAV_RS05835	1	2000	537
SAV_RS05840	1	2000	1092
SAV_RS05845	1	2000	795
SAV_RS05850	1	2000	807
SAV_RS05855	1	2000	1071
SAV_RS05860	1	2000	1017
SAV_RS05865	1	2000	417
SAV_RS05870	1	2000	1350
SAV_RS05875	1	2000	612
SAV_RS05880	1	2000	825
SAV_RS05885	1	2000	189
SAV_RS05890	1	2000	1845
SAV_RS05895	1	2000	165
SAV_RS05900	1	2000	480
SAV_RS05905	1	2000	273
SAV_RS05910	1	2000	1224
SAV_RS05915	1	2000	3450
SAV_RS05920	1	2000	909
SAV_RS05925	1	2000	909
SAV_RS05930	1	2000	459
SAV_RS05935	1	2000	1035
SAV_RS05940	1	2000	432
SAV_RS05945	1	2000	924
SAV_RS05950	1	2000	252
SAV_RS05955	1	2000	387
SAV_RS05960	1	2000	540
SAV_RS05965	1	2000	480
SAV_RS05970	1	2000	1137
SAV_RS05975	1	2000	555
SAV_RS05980	1	2000	171
SAV_RS05985	1	2000	1935
SAV_RS05990	1	2000	1050
SAV_RS05995	1	2000	681
SAV_RS06000	1	2000	1074
SAV_RS06005	1	2000	876
SAV_RS06010	1	2000	963
SAV_RS06015	1	2000	732
SAV_RS06025	1	2000	321
SAV_RS06030	1	2000	105
SAV_RS06035	1	2000	738
SAV_RS06040	1	2000	1056
SAV_RS06045	1	2000	2400
SAV_RS06050	1	2000	936
SAV_RS06055	1	2000	519
SAV_RS06060	1	2000	1710
SAV_RS06065	1	2000	2346
SAV_RS06075	1	2000	312
SAV_RS06080	1	2000	93
SAV_RS06085	1	2000	1779
SAV_RS06090	1	2000	612
SAV_RS06095	1	2000	1764
SAV_RS06100	1	2000	813
SAV_RS06105	1	2000	798
SAV_RS06110	1	2000	585
SAV_RS06115	1	2000	501
SAV_RS06120	1	2000	165
SAV_RS06125	1	2000	327
SAV_RS06130	1	2000	90
SAV_RS06135	1	2000	399
SAV_RS06140	1	2000	504
SAV_RS06145	1	2000	495
SAV_RS06150	1	2000	348
SAV_RS06155	1	2000	183
SAV_RS06160	1	2000	231
SAV_RS06165	1	2000	1317
SAV_RS06170	1	2000	957
SAV_RS06175	1	2000	144
SAV_RS06180	1	2000	222
SAV_RS06185	1	2000	714
SAV_RS06190	1	2000	723
SAV_RS06195	1	2000	723
SAV_RS06200	1	2000	999
SAV_RS06205	1	2000	930
SAV_RS06210	1	2000	1554
SAV_RS06215	1	2000	225
SAV_RS06220	1	2000	945
SAV_RS06225	1	2000	186
SAV_RS06230	1	2000	132
SAV_RS06235	1	2000	132
SAV_RS06240	1	2000	693
SAV_RS06255	1	2000	444
SAV_RS06265	1	2000	1611
SAV_RS06270	1	2000	429
SAV_RS06275	1	2000	933
SAV_RS06280	1	2000	399
SAV_RS06285	1	2000	2232
SAV_RS06290	1	2000	963
SAV_RS06295	1	2000	1347
SAV_RS06300	1	2000	1317
SAV_RS06305	1	2000	1410
SAV_RS06310	1	2000	1170
SAV_RS06315	1	2000	789
SAV_RS06320	1	2000	666
SAV_RS06325	1	2000	561
SAV_RS06330	1	2000	288
SAV_RS06340	1	2000	777
SAV_RS06345	1	2000	615
SAV_RS06350	4	23	2751
SAV_RS06355	1	2000	795
SAV_RS06360	1	2000	213
SAV_RS06365	1	2000	489
SAV_RS06370	1	2000	915
SAV_RS06375	1	2000	525
SAV_RS06380	1	2000	1305
SAV_RS06385	1	2000	879
SAV_RS06390	1	2000	1272
SAV_RS06395	1	2000	1098
SAV_RS06400	1	2000	3171
SAV_RS06405	1	2000	690
SAV_RS06410	1	2000	609
SAV_RS06415	1	2000	210
SAV_RS06420	1	2000	399
SAV_RS06425	1	2000	1695
SAV_RS06430	1	2000	621
SAV_RS06435	1	2000	216
SAV_RS06440	1	2000	1197
SAV_RS06445	1	2000	2406
SAV_RS06450	1	2000	951
SAV_RS06455	1	2000	201
SAV_RS06460	1	2000	486
SAV_RS06465	1	2000	933
SAV_RS06470	1	2000	1305
SAV_RS06475	1	2000	1092
SAV_RS06480	1	2000	741
SAV_RS06485	1	2000	1992
SAV_RS06490	1	2000	873
SAV_RS06495	1	2000	642
SAV_RS06500	1	2000	639
SAV_RS06505	1	2000	186
SAV_RS06510	1	2000	372
SAV_RS06515	1	2000	1644
SAV_RS06520	1	2000	2058
SAV_RS06525	1	2000	570
SAV_RS06530	1	2000	984
SAV_RS06535	1	2000	924
SAV_RS06540	1	2000	732
SAV_RS06545	1	2000	231
SAV_RS06550	1	2000	729
SAV_RS06555	1	2000	3564
SAV_RS06560	1	2000	1248
SAV_RS06565	1	2000	330
SAV_RS06570	1	2000	1365
SAV_RS06575	1	2000	273
SAV_RS06580	1	2000	501
SAV_RS06585	1	2000	735
SAV_RS06590	1	2000	348
SAV_RS06595	1	2000	2604
SAV_RS06600	1	2000	882
SAV_RS06605	1	2000	765
SAV_RS06610	1	2000	1164
SAV_RS06615	1	2000	906
SAV_RS06620	1	2000	1116
SAV_RS06625	1	2000	1242
SAV_RS06630	1	2000	870
SAV_RS06640	1	2000	2073
SAV_RS06645	1	2000	1305
SAV_RS06650	1	2000	894
SAV_RS06655	1	2000	543
SAV_RS06660	1	2000	1401
SAV_RS06665	1	2000	771
SAV_RS06670	1	2000	72
SAV_RS06675	7	280	765
SAV_RS06680	7	280	111
SAV_RS06685	7	280	879
SAV_RS06695	7	280	720
SAV_RS06700	7	280	552
SAV_RS06705	7	280	768
SAV_RS06710	7	280	780
SAV_RS06715	7	280	1284
SAV_RS06720	7	280	1701
SAV_RS06725	7	280	4308
SAV_RS06730	7	280	465
SAV_RS06735	7	280	1173
SAV_RS06740	7	280	282
SAV_RS06745	7	280	315
SAV_RS06750	7	280	2115
SAV_RS06755	7	280	348
SAV_RS06760	7	280	915
SAV_RS06765	7	280	969
SAV_RS06770	7	280	267
SAV_RS06775	7	280	2094
SAV_RS06780	7	280	1671
SAV_RS06785	7	280	2364
SAV_RS06790	7	280	711
SAV_RS06795	7	280	1263
SAV_RS06800	7	280	1284
SAV_RS06805	7	280	702
SAV_RS06810	7	280	825
SAV_RS06815	7	280	390
SAV_RS06820	7	280	576
SAV_RS06825	7	280	1149
SAV_RS06830	7	280	1041
SAV_RS06835	7	280	1557
SAV_RS06840	7	280	213
SAV_RS06845	7	280	795
SAV_RS06850	7	280	1758
SAV_RS06855	7	280	864
SAV_RS06860	7	280	291
SAV_RS06865	7	280	1542
SAV_RS06870	7	280	363
SAV_RS06875	7	280	489
SAV_RS06880	7	280	2616
SAV_RS06885	7	280	2007
SAV_RS06890	7	280	540
SAV_RS06895	7	280	816
SAV_RS06900	7	280	1494
SAV_RS06905	7	280	1671
SAV_RS06910	7	280	912
SAV_RS06915	7	280	933
SAV_RS06920	7	280	231
SAV_RS06925	7	280	474
SAV_RS06930	7	280	1236
SAV_RS06935	7	280	1236
SAV_RS06940	7	280	366
SAV_RS06945	7	280	1338
SAV_RS06950	7	280	195
SAV_RS06955	7	280	126
SAV_RS06960	7	280	222
SAV_RS06965	7	280	204
SAV_RS06970	7	280	108
SAV_RS06975	7	280	183
SAV_RS06980	7	280	102
SAV_RS06985	7	280	249
SAV_RS06990	7	280	192
SAV_RS06995	7	280	1023
SAV_RS07000	7	280	195
SAV_RS07005	7	280	1479
SAV_RS07010	7	280	906
SAV_RS07015	7	280	729
SAV_RS07020	7	280	1089
SAV_RS07025	7	280	600
SAV_RS07030	7	280	186
SAV_RS07035	7	280	531
SAV_RS07040	7	280	852
SAV_RS15970	7	280	573
SAV_RS07045	7	280	1380
SAV_RS07050	7	280	1278
SAV_RS07055	7	280	1059
SAV_RS07060	7	280	912
SAV_RS07065	7	280	801
SAV_RS07075	7	280	312
SAV_RS15890	7	280	102
SAV_RS07090	7	280	1452
SAV_RS07095	7	280	1515
SAV_RS07100	7	280	147
SAV_RS07105	7	280	267
SAV_RS07110	7	280	975
SAV_RS07115	7	280	1014
SAV_RS07120	7	280	621
SAV_RS07125	7	280	231
SAV_RS07130	7	280	237
SAV_RS07135	7	280	1986
SAV_RS07140	7	280	240
SAV_RS07145	7	280	96
SAV_RS07150	7	280	465
SAV_RS07155	7	280	1119
SAV_RS07160	1	2000	3027
SAV_RS07165	1	2000	360
SAV_RS07170	1	2000	1644
SAV_RS07175	1	2000	2703
SAV_RS07180	1	2000	465
SAV_RS07185	1	2000	294
SAV_RS07190	1	2000	606
SAV_RS07195	1	2000	1989
SAV_RS07200	1	2000	2400
SAV_RS07205	1	2000	1458
SAV_RS07215	1	2000	849
SAV_RS07220	1	2000	165
SAV_RS07225	1	2000	1206
SAV_RS07230	1	2000	2520
SAV_RS07235	1	2000	507
SAV_RS07240	1	2000	981
SAV_RS07245	1	2000	183
SAV_RS07250	1	2000	1260
SAV_RS07255	1	2000	1089
SAV_RS07260	1	2000	1029
SAV_RS07265	1	2000	1404
SAV_RS07270	1	2000	564
SAV_RS07275	1	2000	996
SAV_RS07280	1	2000	780
SAV_RS07285	1	2000	630
SAV_RS07290	1	2000	1212
SAV_RS07295	1	2000	726
SAV_RS07300	1	2000	1260
SAV_RS07310	1	2000	1257
SAV_RS07315	1	2000	744
SAV_RS07320	1	2000	765
SAV_RS07325	1	2000	471
SAV_RS07330	1	2000	699
SAV_RS07335	1	2000	771
SAV_RS07340	1	2000	828
SAV_RS07345	1	2000	984
SAV_RS07350	1	2000	183
SAV_RS07355	1	2000	342
SAV_RS07360	1	2000	1812
SAV_RS07365	1	2000	639
SAV_RS07370	1	2000	849
SAV_RS07375	1	2000	915
SAV_RS07380	1	2000	924
SAV_RS07385	1	2000	981
SAV_RS07390	1	2000	288
SAV_RS07395	1	2000	900
SAV_RS07400	1	2000	1599
SAV_RS07405	1	2000	1203
SAV_RS07410	1	2000	987
SAV_RS07415	1	2000	885
SAV_RS07420	1	2000	720
SAV_RS07425	1	2000	717
SAV_RS07430	1	2000	1149
SAV_RS07435	1	2000	1083
SAV_RS07440	1	2000	1263
SAV_RS07445	1	2000	399
SAV_RS07450	1	2000	198
SAV_RS07455	1	2000	306
SAV_RS07460	1	2000	267
SAV_RS07465	1	2000	627
SAV_RS07470	1	2000	1134
SAV_RS07475	1	2000	1341
SAV_RS07480	1	2000	1884
SAV_RS15210	1	2000	789
SAV_RS07495	1	2000	201
SAV_RS07500	1	2000	807
SAV_RS07505	1	2000	1266
SAV_RS07510	1	2000	2796
SAV_RS07515	1	2000	1353
SAV_RS07520	1	2000	657
SAV_RS07525	1	2000	198
SAV_RS07530	1	2000	612
SAV_RS07535	1	2000	1068
SAV_RS07540	1	2000	507
SAV_RS07545	1	2000	1488
SAV_RS07550	1	2000	219
SAV_RS07560	1	2000	498
SAV_RS07565	1	2000	426
SAV_RS07570	1	2000	531
SAV_RS07575	1	2000	837
SAV_RS07580	1	2000	477
SAV_RS07585	1	2000	954
SAV_RS07590	1	2000	435
SAV_RS07595	1	2000	1122
SAV_RS07600	1	2000	249
SAV_RS07605	1	2000	192
SAV_RS07610	1	2000	702
SAV_RS07615	1	2000	399
SAV_RS07620	12	1	31872
SAV_RS07625	1	2000	1389
SAV_RS07630	1	2000	1320
SAV_RS07635	1	2000	1038
SAV_RS07640	1	2000	1116
SAV_RS07645	1	2000	876
SAV_RS07650	1	2000	3438
SAV_RS07660	1	2000	1338
SAV_RS07665	1	2000	330
SAV_RS07670	1	2000	1143
SAV_RS07675	1	2000	342
SAV_RS07680	1	2000	561
SAV_RS07685	1	2000	348
SAV_RS07690	1	2000	177
SAV_RS07695	1	2000	624
SAV_RS07700	1	2000	2181
SAV_RS07705	1	2000	339
SAV_RS07710	1	2000	657
SAV_RS07715	1	2000	684
SAV_RS07725	1	2000	1290
SAV_RS15755	1	2000	2691
SAV_RS07740	1	2000	969
SAV_RS07745	1	2000	1200
SAV_RS07750	1	2000	1140
SAV_RS07755	1	2000	315
SAV_RS07760	1	2000	678
SAV_RS07765	1	2000	585
SAV_RS07770	1	2000	573
SAV_RS07780	1	2000	1242
SAV_RS07785	1	2000	1296
SAV_RS07790	1	2000	1062
SAV_RS07795	1	2000	1164
SAV_RS07800	1	2000	198
SAV_RS07805	1	2000	447
SAV_RS07810	1	2000	957
SAV_RS07815	1	2000	723
SAV_RS07820	1	2000	570
SAV_RS07825	1	2000	270
SAV_RS07830	1	2000	996
SAV_RS07835	1	2000	1308
SAV_RS07840	1	2000	1173
SAV_RS07845	1	2000	189
SAV_RS07850	1	2000	111
SAV_RS07855	1	2000	657
SAV_RS07860	1	2000	966
SAV_RS07865	1	2000	984
SAV_RS07870	1	2000	114
SAV_RS07875	1	2000	1458
SAV_RS07880	1	2000	1377
SAV_RS07885	1	2000	951
SAV_RS07890	1	2000	246
SAV_RS07895	1	2000	543
SAV_RS07900	1	2000	954
SAV_RS07905	1	2000	894
SAV_RS07910	1	2000	903
SAV_RS07915	1	2000	2160
SAV_RS07920	1	2000	924
SAV_RS07930	1	2000	1749
SAV_RS07935	1	2000	723
SAV_RS07940	1	2000	735
SAV_RS07945	1	2000	540
SAV_RS07950	1	2000	729
SAV_RS15645	1	2000	504
SAV_RS07965	1	2000	885
SAV_RS07970	1	2000	447
SAV_RS07975	1	2000	540
SAV_RS07980	1	2000	906
SAV_RS07985	1	2000	246
SAV_RS07990	1	2000	753
SAV_RS07995	1	2000	813
SAV_RS08000	1	2000	918
SAV_RS08005	1	2000	1482
SAV_RS08010	1	2000	864
SAV_RS15900	1	2000	1647
SAV_RS08025	1	2000	1017
SAV_RS08030	1	2000	252
SAV_RS08035	1	2000	369
SAV_RS08040	1	2000	1215
SAV_RS08045	1	2000	1404
SAV_RS08050	1	2000	1131
SAV_RS08055	1	2000	177
SAV_RS08060	1	2000	978
SAV_RS08065	1	2000	435
SAV_RS08070	1	2000	1272
SAV_RS08075	1	2000	981
SAV_RS08080	1	2000	990
SAV_RS08085	1	2000	1419
SAV_RS08090	1	2000	1677
SAV_RS08095	1	2000	450
SAV_RS08100	1	2000	879
SAV_RS08105	1	2000	228
SAV_RS08110	1	2000	1335
SAV_RS08115	1	2000	387
SAV_RS08120	1	2000	360
SAV_RS08125	1	2000	1353
SAV_RS08130	1	2000	462
SAV_RS08135	1	2000	555
SAV_RS08140	1	2000	1059
SAV_RS08145	1	2000	579
SAV_RS08150	1	2000	216
SAV_RS08155	1	2000	828
SAV_RS08160	1	2000	384
SAV_RS08165	1	2000	1470
SAV_RS08170	1	2000	1344
SAV_RS08175	1	2000	1089
SAV_RS08180	1	2000	522
SAV_RS08185	1	2000	144
SAV_RS08190	1	2000	495
SAV_RS08195	1	2000	297
SAV_RS08200	1	2000	444
SAV_RS08205	1	2000	309
SAV_RS08210	1	2000	1068
SAV_RS08215	1	2000	972
SAV_RS08220	1	2000	621
SAV_RS08225	1	2000	327
SAV_RS08230	1	2000	984
SAV_RS08235	1	2000	201
SAV_RS08240	1	2000	1461
SAV_RS08245	1	2000	537
SAV_RS08250	1	2000	147
SAV_RS08255	1	2000	2073
SAV_RS08260	1	2000	597
SAV_RS08265	1	2000	408
SAV_RS08270	1	2000	861
SAV_RS08275	1	2000	783
SAV_RS08280	1	2000	888
SAV_RS08285	1	2000	1344
SAV_RS08290	1	2000	1098
SAV_RS08295	1	2000	675
SAV_RS08300	1	2000	1104
SAV_RS08305	1	2000	1815
SAV_RS08310	1	2000	816
SAV_RS08315	1	2000	621
SAV_RS08320	1	2000	1389
SAV_RS08325	1	2000	744
SAV_RS08330	1	2000	897
SAV_RS08335	1	2000	402
SAV_RS08340	1	2000	342
SAV_RS08345	1	2000	465
SAV_RS08350	1	2000	945
SAV_RS08355	1	2000	696
SAV_RS08360	1	2000	987
SAV_RS08365	1	2000	681
SAV_RS08370	1	2000	174
SAV_RS08375	1	2000	1344
SAV_RS08380	1	2000	750
SAV_RS08385	1	2000	936
SAV_RS08390	1	2000	1137
SAV_RS08395	4	23	1830
SAV_RS08400	4	23	624
SAV_RS08405	1	2000	975
SAV_RS08410	1	2000	1122
SAV_RS08415	1	2000	1821
SAV_RS08420	1	2000	249
SAV_RS08425	1	2000	972
SAV_RS08430	1	2000	2199
SAV_RS08435	1	2000	459
SAV_RS08440	1	2000	684
SAV_RS08445	1	2000	714
SAV_RS08450	1	2000	351
SAV_RS08455	1	2000	582
SAV_RS08460	1	2000	567
SAV_RS08465	1	2000	288
SAV_RS08470	1	2000	804
SAV_RS08475	1	2000	1098
SAV_RS08480	1	2000	525
SAV_RS08485	1	2000	684
SAV_RS08490	1	2000	267
SAV_RS08495	1	2000	1218
SAV_RS08500	1	2000	1227
SAV_RS08505	1	2000	750
SAV_RS08510	1	2000	1359
SAV_RS08515	1	2000	447
SAV_RS08525	1	2000	1008
SAV_RS08530	1	2000	732
SAV_RS08535	1	2000	474
SAV_RS08540	1	2000	621
SAV_RS08545	1	2000	1266
SAV_RS08550	1	2000	921
SAV_RS08555	1	2000	636
SAV_RS08560	1	2000	306
SAV_RS08565	1	2000	426
SAV_RS08570	1	2000	258
SAV_RS08575	1	2000	2628
SAV_RS08580	1	2000	2475
SAV_RS08585	1	2000	666
SAV_RS08590	1	2000	1116
SAV_RS08595	1	2000	1140
SAV_RS08605	1	2000	1017
SAV_RS15650	1	2000	144
SAV_RS08620	1	2000	180
SAV_RS08625	1	2000	420
SAV_RS08630	1	2000	1272
SAV_RS08635	1	2000	771
SAV_RS08640	1	2000	126
SAV_RS08645	1	2000	1764
SAV_RS08650	1	2000	1260
SAV_RS08655	1	2000	873
SAV_RS08660	1	2000	450
SAV_RS08665	1	2000	2187
SAV_RS08670	1	2000	516
SAV_RS08675	1	2000	2271
SAV_RS08680	1	2000	2277
SAV_RS08685	1	2000	258
SAV_RS08690	1	2000	1137
SAV_RS08695	1	2000	1023
SAV_RS08700	1	2000	1002
SAV_RS08705	1	2000	600
SAV_RS08710	1	2000	453
SAV_RS08715	1	2000	1290
SAV_RS08720	1	2000	282
SAV_RS08725	1	2000	318
SAV_RS08730	1	2000	306
SAV_RS08735	1	2000	528
SAV_RS08740	1	2000	840
SAV_RS08745	1	2000	117
SAV_RS08750	1	2000	471
SAV_RS08755	1	2000	195
SAV_RS08760	1	2000	282
SAV_RS08765	1	2000	150
SAV_RS08770	1	2000	660
SAV_RS08775	1	2000	57
SAV_RS08780	1	2000	729
SAV_RS08785	1	2000	780
SAV_RS08790	1	2000	375
SAV_RS08795	1	2000	1890
SAV_RS08800	1	2000	1083
SAV_RS08805	1	2000	537
SAV_RS08810	1	2000	705
SAV_RS08815	1	2000	1269
SAV_RS08820	1	2000	2628
SAV_RS08825	1	2000	558
SAV_RS08830	1	2000	1071
SAV_RS08835	1	2000	99
SAV_RS08840	1	2000	1284
SAV_RS08845	1	2000	972
SAV_RS08850	1	2000	666
SAV_RS08855	1	2000	924
SAV_RS08860	1	2000	813
SAV_RS15245	1	2000	1344
SAV_RS08865	1	2000	588
SAV_RS15250	1	2000	1260
SAV_RS08870	1	2000	1299
SAV_RS16045	1	2000	108
SAV_RS08875	1	2000	927
SAV_RS08880	1	2000	606
SAV_RS08885	1	2000	354
SAV_RS08890	1	2000	198
SAV_RS08895	1	2000	525
SAV_RS08900	1	2000	1491
SAV_RS08905	1	2000	1935
SAV_RS08915	1	2000	120
SAV_RS08920	1	2000	918
SAV_RS08925	1	2000	1398
SAV_RS08930	1	2000	468
SAV_RS08935	1	2000	1023
SAV_RS08940	1	2000	621
SAV_RS08945	1	2000	870
SAV_RS08950	1	2000	2628
SAV_RS08955	1	2000	1485
SAV_RS08960	1	2000	1659
SAV_RS08965	1	2000	702
SAV_RS08970	1	2000	1266
SAV_RS08975	1	2000	1119
SAV_RS08980	1	2000	1359
SAV_RS08985	4	23	1755
SAV_RS08990	4	23	966
SAV_RS08995	1	2000	1317
SAV_RS09005	1	2000	942
SAV_RS09010	1	2000	855
SAV_RS09015	1	2000	1227
SAV_RS09020	1	2000	3195
SAV_RS09025	1	2000	939
SAV_RS09030	1	2000	1296
SAV_RS09035	1	2000	411
SAV_RS09040	1	2000	687
SAV_RS09045	1	2000	1053
SAV_RS09050	1	2000	96
SAV_RS09055	1	2000	1116
SAV_RS09060	1	2000	498
SAV_RS09065	1	2000	1200
SAV_RS09070	1	2000	945
SAV_RS09075	1	2000	492
SAV_RS09080	1	2000	768
SAV_RS09090	1	2000	1221
SAV_RS09095	1	2000	1146
SAV_RS09100	1	2000	1692
SAV_RS09105	1	2000	462
SAV_RS09110	3	28	600
SAV_RS09115	1	2000	1317
SAV_RS09120	1	2000	741
SAV_RS09125	1	2000	444
SAV_RS09130	1	2000	1155
SAV_RS09135	1	2000	1602
